广东,#genre#
上海纪实人文,http://112.50.243.8/PLTV/88888888/224/3221226958/1.m3u8
CCTV17高清,http://112.50.243.8/PLTV/88888888/224/3221226986/1.m3u8
CCTV17高清,http://112.50.243.8/PLTV/88888888/224/3221226990/1.m3u8
CCTV7高清,http://112.50.243.8/PLTV/88888888/224/3221226998/1.m3u8
三沙卫视,http://112.50.243.8/PLTV/88888888/224/3221227002/1.m3u8
四川卫视高清,http://112.50.243.8/PLTV/88888888/224/3221227006/1.m3u8
CCTV1高清,http://112.50.243.8/PLTV/88888888/224/3221227014/1.m3u8
金鹰卡通高清,http://112.50.243.8/PLTV/88888888/224/3221227018/1.m3u8
江西卫视高清,http://112.50.243.8/PLTV/88888888/224/3221227022/1.m3u8
CETV4,http://112.50.243.8/PLTV/88888888/224/3221227050/1.m3u8


直播源,#genre#
电影,http://pull.kktv8.com/livekktv/111536805.flv
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8
CHC-家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC-动作电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcatv
华城电影,http://by4.nty.tv189.cn/tm-cridyty-800k.m3u8
TVB港剧台,https://dlhls-cdn-mp.zhanqi.tv/zqlive/291236_97IGR.m3u8
周口影视,http://dlhdl-cdn.zhanqi.tv/zqlive/80918_cr4oy.flv#http://124.232.186.92/dlhdl-cdn.zhanqi.tv/zqlive/80918_cr4oy.flv
淮阳影视,https://dlhls-cdn-mp.zhanqi.tv/zqlive/199301_y2bWG.m3u8
仪陇影视剧,https://dlhls-cdn-mp.zhanqi.tv/zqlive/289465_rFaoH.m3u8
淮阳影视,https://dlhls-cdn-mp.zhanqi.tv/zqlive/199301_y2bWG.m3u8
索尼电影,rtmp://aldirect.hls.huya.com/backsrc/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1_1200
周星驰,http:/aldirect.hls.huya.com/huyalive/94525224-2460685313-10568562945082523648-2789274524-10057-A-0-1_1200.flv
孙红雷,http://www.dszbdq.cn/diao/huya.php?tv=29169025-2686220062-11537227316149092352-2777037828-10057-A-0-1
沈腾,http://www.dszbdq.cn/diao/huya.php?tv=29141112-2689675756-11552069408864075776-3048959626-10057-A-0-1
林正英僵尸类,http:/aldirect.hls.huya.com/huyalive/94525224-2460686034-10568566041753944064-2789274542-10057-A-0-1_500.flv
吴京,http:/aldirect.hls.huya.com/huyalive/30765679-2554414705-10971127618396487680-3048991636-10057-A-0-1_1200.flv
徐峥,http://www.dszbdq.cn/diao/huya.php?tv=30765679-2689675828-11552069718101721088-3048991626-10057-A-0-1
李连杰,http:/aldirect.hls.huya.com/huyalive/94525224-2460686093-10568566295157014528-2789253848-10057-A-0-1.flv
洪金宝,http://www.dszbdq.cn/diao/huya.php?tv=29106097-2689406282-11550912026846953472-2789274558-10057-A-0-1_1200
周润发,rtmp://aldirect.hls.huya.com/backsrc/94525224-2460685774-10568564925062447104-2789253840-10057-A-0-1_2500
成龙,http:/aldirect.hls.huya.com/huyalive/94525224-2460685722-10568564701724147712-2789253838-10057-A-0-1.flv
释小龙臭屁文,http:/aldirect.hls.huya.com/huyalive/1448686620-1448686620-6222061655052779520-2789253878-10057-A-0-1.flv
最佳搭档,http:/aldirect.hls.huya.com/huyalive/1448738224-1448738224-6222283292545122304-2789253866-10057-A-0-1_2500.flv
少年包青天,http:/aldirect.hls.huya.com/huyalive/30765679-2534694464-10886429828232249344-2789253856-10057-A-0-1.flv
龙珠改,http:/aldirect.hls.huya.com/huyalive/29169025-2686220712-11537230107877834752-3048959618-10057-A-0-1.flv
龙珠超,http://dlhdl-cdn.zhanqi.tv/zqlive/197952_NHycj.flv#http://124.232.186.92/dlhdl-cdn.zhanqi.tv/zqlive/197952_NHycj.flv
迪迦奥特曼,http://al.rtmp.huya.com/src/1250011-1250011-5368756364640256-3048959658-10057-A-0-1.m3u8
蜡笔小新,http:/aldirect.hls.huya.com/huyalive/94525224-2503194318-10751137731343024128-2847699212-10057-A-0-1.flv
成龙历险记,http:/aldirect.hls.huya.com/huyalive/29169025-2686220626-11537229738510647296-2847699128-10057-A-0-1_2500.flv
四驱兄弟,http:/aldirect.hls.huya.com/huyalive/1417263762-1417263762-6087101507595927552-2847687664-10057-A-0-1.flv
猫和老鼠,http:/aldirect.hls.huya.com/huyalive/94525224-2679664054-11509069476196777984-2847687532-10057-A-0-1.flv
网球王子,http://aldirect.rtmp.huya.com/src/29359996-2689609142-11551783303912620032-2847687544-10057-A-0-1.m3u8
神话,http:/aldirect.hls.huya.com/huyalive/30765679-2497712118-10727591861632892928-3049003126-10057-A-0-1_2500.flv
旋风十一人,http://al.rtmp.huya.com/src/1449574513-1449574513-6225875126450126848-2789253872-10057-A-0-1.m3u8
陆贞,http://al.rtmp.huya.com/src/1449584142-1449584142-6225916482690220032-2847687606-10057-A-0-1.m3u8
隋唐英雄-张卫健,http://al.rtmp.huya.com/src/59087345-59087345-253778214382469120-2847687592-10057-A-0-1.m3u8
我是特种兵,http://aldirect.rtmp.huya.com/src/30765679-2497296332-10725806074360758272-2789253834-10057-A-0-1.m3u8
倩女幽魂电视剧版,http://al.rtmp.huya.com/src/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1.m3u8
湾湾偶像剧,http://aldirect.rtmp.huya.com/src/94525224-2469517548-10606497105558110208-2847699176-10057-A-0-1.m3u8
哆啦A梦（爱奇艺）,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_duolaameng_1080p_t10/c15_lb_duolaameng_1080p_t10.m3u8
名侦探柯南（爱奇艺）,http://jvc.flashapp.cn/baiducdnct.inter.iqiyi.com/tslive/c20_lb_mingzhentankenan_720p_t10/c20_lb_mingzhentankenan_720p_t10.m3u8
大头儿子小头爸爸（爱奇艺）,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_datouerzi_1080p_t10/c16_lb_datouerzi_1080p_t10.m3u8
天龙八部胡军,http:/aldirect.hls.huya.com/huyalive/30765679-2475713428-10633108207528050688-3048991608-10057-A-0-1.flv
鹿鼎记陈小春版,http:/aldirect.hls.huya.com/huyalive/1420736865-1420736865-6102018371396567040-2847687618-10057-A-0-1.flv
神雕侠侣古天乐版,http:/aldirect.hls.huya.com/huyalive/29359996-2689607114-11551774593718943744-2847687530-10057-A-0-1.flv
寻秦记,http:/aldirect.hls.huya.com/huyalive/28466698-2689658976-11551997339312848896-2789274534-10057-A-0-1.flv
倚天屠龙记苏有朋版,http:/aldirect.hls.huya.com/huyalive/1250011-1250011-5368756364640256-2789253884-10057-A-0-1.flv
飞车电影,http://www.dszbdq.cn/diao/huya.php?tv=29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1
女神系列,http://aldirect.rtmp.huya.com/src/94525224-2472147404-10617792251071299584-2777026638-10057-A-0-1.m3u8
女神港片,http://al.rtmp.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.m3u8
爱奇艺经典港片,http://baiducdnct.inter.iqiyi.com/tslive/c15_lb_jingdianguangpian_1080p_t10/c15_lb_jingdianguangpian_1080p_t10.m3u8
国产电影联播,http://www.dszbdq.cn/diao/huya.php?tv=30765679-2554414680-10971127511022305280-3048991634-10057-A-0-1
贺岁片系列,http://www.dszbdq.cn/diao/huya.php?tv=28466698-2689663056-11552014862779416576-3048959692-10057-A-0-1
五福星系列,http://al.rtmp.huya.com/src/58461003-58461003-251088095976357888-2713685416-10057-A-0-1.m3u8
虎牙三国演义,http://www.dszbdq.cn/diao/huya.php?tv=29169025-2686221140-11537231946123837440-3049003146-10057-A-0-1_1200
虎牙赌片,http://www.dszbdq.cn/diao/huya.php?tv=29106097-2689446042-11551082794746642432-2789253870-10057-A-0-1
黑帮电影,http:/aldirect.hls.huya.com/huyalive/30765679-2523417522-10837995731143360512-2777068634-10057-A-0-1.flv
新三国,http:/aldirect.hls.huya.com/huyalive/30765679-2523417353-10837995005293887488-2847699118-10057-A-0-1.flv
狄仁杰,http:/aldirect.hls.huya.com/huyalive/28466698-2689651522-11551965324626624512-2847699166-10057-A-0-1_2500.flv
吊丝男士,http://al.rtmp.huya.com/src/1250011-1250011-5368756364640256-2789274540-10057-A-0-1.m3u8

联播源,#genre#
CIBN精品影院,http://www.tvvme.com/plus/cibn/00.m3u8
CIBN生活,http://www.tvvme.com/plus/cibn/01.m3u8
CIBN军事,http://www.tvvme.com/plus/cibn/02.m3u8
CIBN真人秀,http://www.tvvme.com/plus/cibn/03.m3u8
CIBN怡家,http://www.tvvme.com/plus/cibn/04.m3u8
CIBN文旅中国,http://www.tvvme.com/plus/cibn/05.m3u8
CIBN嗨播1,http://www.tvvme.com/plus/cibn/06.m3u8
CIBN时尚生活,http://www.tvvme.com/plus/cibn/07.m3u8
CIBN童学世界,http://www.tvvme.com/plus/cibn/08.m3u8
CIBN经典剧场,http://www.tvvme.com/plus/cibn/09.m3u8
CIBN风尚运动,http://www.tvvme.com/plus/cibn/10.m3u8
CIBN汽车,http://www.tvvme.com/plus/cibn/11.m3u8
CIBN快乐购物,http://www.tvvme.com/plus/cibn/12.m3u8
CIBN映画,http://www.tvvme.com/plus/cibn/13.m3u8
CIBN嗨播2,http://www.tvvme.com/plus/cibn/14.m3u8
CIBN情感影院,http://www.tvvme.com/plus/cibn/15.m3u8
CIBN骄阳剧场,http://www.tvvme.com/plus/cibn/16.m3u8
CIBN健康,http://www.tvvme.com/plus/cibn/17.m3u8
CIBN嗨播3,http://www.tvvme.com/plus/cibn/18.m3u8
CIBN全球购,http://www.tvvme.com/plus/cibn/19.m3u8
CIBN全电竞,http://www.tvvme.com/plus/cibn/20.m3u8
CIBN喜剧影院,http://www.tvvme.com/plus/cibn/21.m3u8
CIBN炫佳动漫,http://www.tvvme.com/plus/cibn/22.m3u8
CIBN微电影,http://www.tvvme.com/plus/cibn/23.m3u8
CIBN热卖推荐,http://www.tvvme.com/plus/cibn/24.m3u8
CIBN全球购,http://www.tvvme.com/plus/cibn/25.m3u8
CIBN快乐生活,快乐购,http://www.tvvme.com/plus/cibn/26.m3u8
CIBN热卖推荐,http://www.tvvme.com/plus/cibn/27.m3u8
CIBN院线大片,http://www.tvvme.com/plus/cibn/28.m3u8
CIBN品质生活,http://www.tvvme.com/plus/cibn/29.m3u8
CIBN古装剧场,http://www.tvvme.com/plus/cibn/30.m3u8
CIBN嗨播4,http://www.tvvme.com/plus/cibn/31.m3u8
CIBN动漫剧场,http://www.tvvme.com/plus/cibn/32.m3u8
CIBN好莱坞,http://www.tvvme.com/plus/cibn/33.m3u8
CIBN家居用品,http://www.tvvme.com/plus/cibn/34.m3u8
CIBN朵Y乐园,http://www.tvvme.com/plus/cibn/35.m3u8
斗牛财经,http://www.tvvme.com/plus/cibn/37.m3u8
CIBN流金岁月,http://www.tvvme.com/plus/cibn/38.m3u8
CIBN嗨播5,http://www.tvvme.com/plus/cibn/39.m3u8
CIBN好物,http://www.tvvme.com/plus/cibn/40.m3u8
CIBN艺术院线,http://www.tvvme.com/plus/cibn/41.m3u8
CIBN嗨播6,http://www.tvvme.com/plus/cibn/42.m3u8
CIBN嗨播7,http://www.tvvme.com/plus/cibn/43.m3u8
CIBN嗨播8,http://www.tvvme.com/plus/cibn/44.m3u8
CIBN新知,http://www.tvvme.com/plus/cibn/45.m3u8
CIBN电影,http://www.tvvme.com/plus/cibn/46.m3u8
中国交通,http://www.tvvme.com/plus/cibn/47.m3u8
CIBN纪录片 ,http://www.tvvme.com/plus/cibn/48.m3u8
环球奇观,http://www.tvvme.com/plus/cibn/49.m3u8
视野,http://www.tvvme.com/plus/cibn/50.m3u8
嗨播9,http://www.tvvme.com/plus/cibn/51.m3u8
CIBN综合,http://www.tvvme.com/plus/cibn/52.m3u8
CIBN动作影院,http://www.tvvme.com/plus/cibn/53.m3u8
IHOT爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/1.m3u8
IHOT爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IHOT爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
