广东,#genre#
CCTV2高清,http://101.71.255.229:6610/zjhs/2/10089/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV15高清,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV4高清,http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV7高清,http://101.71.255.229:6610/zjhs/2/10091/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV9高清,http://101.71.255.229:6610/zjhs/2/10092/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东南卫视高清,http://101.71.255.229:6610/zjhs/2/10093/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
贵州卫视高清,http://101.71.255.229:6610/zjhs/2/10094/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南卫视高清,http://101.71.255.229:6610/zjhs/2/10095/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江西卫视高清,http://101.71.255.229:6610/zjhs/2/10097/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视高清,http://101.71.255.229:6610/zjhs/2/10096/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
辽宁卫视高清,http://101.71.255.229:6610/zjhs/2/10098/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川卫视高清,http://101.71.255.229:6610/zjhs/2/10099/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重庆卫视高清,http://101.71.255.229:6610/zjhs/2/10102/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
23号,http://101.71.255.229:6610/zjhs/2/10123/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CETV4,http://101.71.255.229:6610/zjhs/2/10124/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
22号,http://101.71.255.229:6610/zjhs/2/10122/index.m3u8?virtualDomain=zjhs.live_hls.zte.com

浙江移动,#genre#
爱奇谈,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/index.m3u8
爱玩具,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/index.m3u8
爱电竞,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/index.m3u8
爱赛车,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
爱体育,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
浙江卫视,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230035/index.m3u8
爱世界,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
爱怀旧,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
爱旅行,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱娱乐,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
爱江湖,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230074/index.m3u8
爱解密,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/index.m3u8
爱军武,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
爱幼教,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/index.m3u8
爱谍战,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱猎奇,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
爱悬疑,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
爱历史,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
爱经典,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
爱体育,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
爱都市,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/index.m3u8
爱科学,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
爱时尚,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
爱探索,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
爱美食,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
爱家庭,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
爱青春,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
爱动漫,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/index.m3u8

购物,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230239/index.m3u8
CETV4,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230334/index.m3u8
新闻综合,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230335/index.m3u8
咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230341/index.m3u8
公共生活,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230338/index.m3u8
购物,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230344/index.m3u8
咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230343/index.m3u8
学而网校1,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230346/index.m3u8
最后之舞,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230347/index.m3u8
群岛旅游,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230340/index.m3u8
湖北荆门-樱花部落,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230352/index.m3u8
购物,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230353/index.m3u8
监控,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230350/index.m3u8
1咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230355/index.m3u8
1咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230349/index.m3u8
学而网校2,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230356/index.m3u8
珠峰大本营,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230359/index.m3u8
咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230362/index.m3u8
咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230358/index.m3u8
咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230365/index.m3u8
珠峰前进营,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230364/index.m3u8
人民网,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230368/index.m3u8

学而网校3,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230371/index.m3u8

学而网校4,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230374/index.m3u8
咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230376/index.m3u8
咪咕宣传,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230380/index.m3u8
珠峰过渡营,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230377/index.m3u8
购物,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230379/index.m3u8

杭州少儿,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230463/index.m3u8
杭州西湖明珠,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230466/index.m3u8
杭州导视,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230469/index.m3u8
杭州生活,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230472/index.m3u8
房产电视,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230494/index.m3u8
杭州综合,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230497/index.m3u8
监控1,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230502/index.m3u8
断桥,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230505/index.m3u8
杭州影视,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230500/index.m3u8
富春江,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230508/index.m3u8
监控2,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230511/index.m3u8
下姜村,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230514/index.m3u8
监控4,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230517/index.m3u8
K音乐现场,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230526/index.m3u8
浙江杭州西湖,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230536/index.m3u8
千岛湖龙山岛,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230539/index.m3u8
桐庐严子陵钓台,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230542/index.m3u8
临安天目山,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230545/index.m3u8
武林广场,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230548/index.m3u8


福建移动源,#genre#
NEWTV超级体育,http://112.50.243.8/PLTV/88888888/224/3221225803/1.m3u8
CCTV4高清,http://112.50.243.8/PLTV/88888888/224/3221225802/1.m3u8
NEWTV超级电影,http://112.50.243.8/PLTV/88888888/224/3221225804/1.m3u8
CCTV7高清,http://112.50.243.8/PLTV/88888888/224/3221225805/1.m3u8
NEWTV超级电视剧,http://112.50.243.8/PLTV/88888888/224/3221225806/1.m3u8
CCTV2高清,http://112.50.243.8/PLTV/88888888/224/3221225800/1.m3u8
NEWTV超级综艺,http://112.50.243.8/PLTV/88888888/224/3221225801/1.m3u8
CCTV1,http://112.50.243.8/PLTV/88888888/224/3221225812/1.m3u8
CGTN,http://112.50.243.8/PLTV/88888888/224/3221225813/1.m3u8
CCTV10高清,http://112.50.243.8/PLTV/88888888/224/3221225814/1.m3u8
CCTV11高清,http://112.50.243.8/PLTV/88888888/224/3221225815/1.m3u8
CCTV12高清,http://112.50.243.8/PLTV/88888888/224/3221225816/1.m3u8
CCTV13,http://112.50.243.8/PLTV/88888888/224/3221225817/1.m3u8
CCTV15高清,http://112.50.243.8/PLTV/88888888/224/3221225818/1.m3u8
CCTV14高清,http://112.50.243.8/PLTV/88888888/224/3221225819/1.m3u8
CCTV5+高清,http://112.50.243.8/PLTV/88888888/224/3221225821/1.m3u8
CCTV9高清,http://112.50.243.8/PLTV/88888888/224/3221225820/1.m3u8
CGTN,http://112.50.243.8/PLTV/88888888/224/3221225822/1.m3u8
浙江卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225825/1.m3u8
广东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225824/1.m3u8
湖南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225827/1.m3u8
北京卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225826/1.m3u8
东方卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225828/1.m3u8
重庆卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225831/1.m3u8
天津高清,http://112.50.243.8/PLTV/88888888/224/3221225830/1.m3u8
CCTV1高清,http://112.50.243.8/PLTV/88888888/224/3221225829/1.m3u8
江西卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225834/1.m3u8
东南卫视,http://112.50.243.8/PLTV/88888888/224/3221225833/1.m3u8
广西卫视,http://112.50.243.8/PLTV/88888888/224/3221225836/1.m3u8
河北卫视,http://112.50.243.8/PLTV/88888888/224/3221225837/1.m3u8
贵州卫视,http://112.50.243.8/PLTV/88888888/224/3221225838/1.m3u8
山西卫视,http://112.50.243.8/PLTV/88888888/224/3221225839/1.m3u8
湖北卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225840/1.m3u8
青海卫视,http://112.50.243.8/PLTV/88888888/224/3221225841/1.m3u8
四川卫视,http://112.50.243.8/PLTV/88888888/224/3221225835/1.m3u8
辽宁卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225832/1.m3u8
山东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225843/1.m3u8
安徽卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225844/1.m3u8
甘肃卫视,http://112.50.243.8/PLTV/88888888/224/3221225845/1.m3u8
内蒙古卫视,http://112.50.243.8/PLTV/88888888/224/3221225846/1.m3u8
江苏卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225847/1.m3u8
宁夏卫视,http://112.50.243.8/PLTV/88888888/224/3221225849/1.m3u8
深圳卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225848/1.m3u8
河南卫视,http://112.50.243.8/PLTV/88888888/224/3221225842/1.m3u8
陕西卫视,http://112.50.243.8/PLTV/88888888/224/3221225850/1.m3u8
吉林卫视,http://112.50.243.8/PLTV/88888888/224/3221225851/1.m3u8
云南卫视,http://112.50.243.8/PLTV/88888888/224/3221225853/1.m3u8
新疆卫视,http://112.50.243.8/PLTV/88888888/224/3221225852/1.m3u8
海南卫视,http://112.50.243.8/PLTV/88888888/224/3221225855/1.m3u8
四川康巴卫视,http://112.50.243.8/PLTV/88888888/224/3221225856/1.m3u8
黑龙江卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225862/1.m3u8
江西卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225868/1.m3u8
CETV1,http://112.50.243.8/PLTV/88888888/224/3221225869/1.m3u8
湖南金鹰卡通,http://112.50.243.8/PLTV/88888888/224/3221225870/1.m3u8
BTV卡酷少儿,http://112.50.243.8/PLTV/88888888/224/3221225871/1.m3u8
山东教育卫视,http://112.50.243.8/PLTV/88888888/224/3221225873/1.m3u8
哈哈炫动,http://112.50.243.8/PLTV/88888888/224/3221225872/1.m3u8
江苏优漫卡通,http://112.50.243.8/PLTV/88888888/224/3221225874/1.m3u8
家有购物,http://112.50.243.8/PLTV/88888888/224/3221225876/1.m3u8
风尚购物,http://112.50.243.8/PLTV/88888888/224/3221225875/1.m3u8
NEWTV爱情喜剧,http://112.50.243.8/PLTV/88888888/224/3221225877/1.m3u8
NEWTV动作电影,http://112.50.243.8/PLTV/88888888/224/3221225879/1.m3u8
黑莓动画,http://112.50.243.8/PLTV/88888888/224/3221225878/1.m3u8
高清未知1,http://112.50.243.8/PLTV/88888888/224/3221225881/1.m3u8
NEWTV古装剧场,http://112.50.243.8/PLTV/88888888/224/3221225880/1.m3u8
NEWTV家庭剧场,http://112.50.243.8/PLTV/88888888/224/3221225882/1.m3u8
NEWTV金牌综艺,http://112.50.243.8/PLTV/88888888/224/3221225884/1.m3u8
NEWTV健康有约,http://112.50.243.8/PLTV/88888888/224/3221225883/1.m3u8
NEWTV惊悚悬疑,http://112.50.243.8/PLTV/88888888/224/3221225885/1.m3u8
NEWTV精品体育,http://112.50.243.8/PLTV/88888888/224/3221225886/1.m3u8
NEWTV精品记录,http://112.50.243.8/PLTV/88888888/224/3221225888/1.m3u8
NEWTV军旅剧场,http://112.50.243.8/PLTV/88888888/224/3221225887/1.m3u8
NEWTV精品大剧,http://112.50.243.8/PLTV/88888888/224/3221225889/1.m3u8
NEWTV军事评论,http://112.50.243.8/PLTV/88888888/224/3221225890/1.m3u8
黑莓电影,http://112.50.243.8/PLTV/88888888/224/3221225891/1.m3u8
高清未知2,http://112.50.243.8/PLTV/88888888/224/3221225893/1.m3u8
黑莓电竞,http://112.50.243.8/PLTV/88888888/224/3221225894/1.m3u8
NEWTV搏击,http://112.50.243.8/PLTV/88888888/224/3221225895/1.m3u8
NEWTV中国功夫,http://112.50.243.8/PLTV/88888888/224/3221225896/1.m3u8
凤凰卫视,http://112.50.243.8/PLTV/88888888/224/3221225900/1.m3u8
凤凰资讯,http://112.50.243.8/PLTV/88888888/224/3221225901/1.m3u8
CCTV1高清,http://112.50.243.8/PLTV/88888888/224/3221225922/1.m3u8
CCTV2高清,http://112.50.243.8/PLTV/88888888/224/3221225923/1.m3u8
NEWTV超级综艺,http://112.50.243.8/PLTV/88888888/224/3221225924/1.m3u8
NEWTV超级体育,http://112.50.243.8/PLTV/88888888/224/3221225925/1.m3u8
NEWTV超级电影,http://112.50.243.8/PLTV/88888888/224/3221225926/1.m3u8
CCTV7高清8M,http://112.50.243.8/PLTV/88888888/224/3221225927/1.m3u8
NEWTV超级电视剧,http://112.50.243.8/PLTV/88888888/224/3221225928/1.m3u8
CCTV9高清,http://112.50.243.8/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225930/1.m3u8
CCTV10高清,http://112.50.243.8/PLTV/88888888/224/3221225931/1.m3u8
CCTV12高清,http://112.50.243.8/PLTV/88888888/224/3221225932/1.m3u8
CCTV14高清,http://112.50.243.8/PLTV/88888888/224/3221225933/1.m3u8
湖南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225935/1.m3u8
浙江卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225934/1.m3u8
北京卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225937/1.m3u8
深圳卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225938/1.m3u8
东方卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225936/1.m3u8
CCTV5+高清,http://112.50.243.8/PLTV/88888888/224/3221225939/1.m3u8
广东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225942/1.m3u8
黑龙江卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225940/1.m3u8
天津高清,http://112.50.243.8/PLTV/88888888/224/3221225941/1.m3u8
安徽卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225945/1.m3u8
BTV东奥纪实,http://112.50.243.8/PLTV/88888888/224/3221225944/1.m3u8
上海纪实人文,http://112.50.243.8/PLTV/88888888/224/3221225946/1.m3u8
辽宁卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225947/1.m3u8
重庆卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225949/1.m3u8
湖北卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225948/1.m3u8
山东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225943/1.m3u8
NWETV潮妈辣婆,http://112.50.243.8/PLTV/88888888/224/3221226107/1.m3u8
游戏风云,http://112.50.243.8/PLTV/88888888/224/3221226142/1.m3u8
MAX急速汽车,http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8
动漫秀场,http://112.50.243.8/PLTV/88888888/224/3221226141/1.m3u8
SITV法治天地,http://112.50.243.8/PLTV/88888888/224/3221226143/1.m3u8
CCTV1,http://112.50.243.8/PLTV/88888888/224/3221226489/1.m3u8
上海东方卫视,http://112.50.243.8/PLTV/88888888/224/3221226560/1.m3u8
CCTV13,http://112.50.243.8/PLTV/88888888/224/3221226565/1.m3u8
CCTV1,http://112.50.243.8/PLTV/88888888/224/3221226573/1.m3u8
CCTV1,http://112.50.243.8/PLTV/88888888/224/3221226624/1.m3u8
高清未知3,http://112.50.243.8/PLTV/88888888/224/3221226631/1.m3u8
宁德公共影视,http://112.50.243.8/PLTV/88888888/224/3221226635/1.m3u8
CCTV1,http://112.50.243.8/PLTV/88888888/224/3221226649/1.m3u8
黑莓电竞,http://112.50.243.8/PLTV/88888888/224/3221226676/1.m3u8
黑莓电竞,http://112.50.243.8/PLTV/88888888/224/3221226680/1.m3u8
高清未知4,http://112.50.243.8/PLTV/88888888/224/3221226692/1.m3u8
NEWTV炫舞未来,http://112.50.243.8/PLTV/88888888/224/3221226699/1.m3u8
高清未知5,http://112.50.243.8/PLTV/88888888/224/3221226708/1.m3u8
高清未知6,http://112.50.243.8/PLTV/88888888/224/3221226712/1.m3u8
CCTV1,http://112.50.243.8/PLTV/88888888/224/3221226715/1.m3u8
欢笑剧场,http://112.50.243.8/PLTV/88888888/224/3221226729/1.m3u8
高清动漫1,http://112.50.243.8/PLTV/88888888/224/3221226732/1.m3u8
高清未知7,http://112.50.243.8/PLTV/88888888/224/3221226736/1.m3u8
高清动漫2,http://112.50.243.8/PLTV/88888888/224/3221226741/1.m3u8
高清动漫3,http://112.50.243.8/PLTV/88888888/224/3221226743/1.m3u8
高清未知8,http://112.50.243.8/PLTV/88888888/224/3221226754/1.m3u8
厦门生活频道,http://112.50.243.8/PLTV/88888888/224/3221226760/1.m3u8
厦门影视频道,http://112.50.243.8/PLTV/88888888/224/3221226764/1.m3u8
厦门海峡频道,http://112.50.243.8/PLTV/88888888/224/3221226777/1.m3u8
厦门卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226781/1.m3u8
CCTV2高清,http://112.50.243.8/PLTV/88888888/224/3221226795/1.m3u8
CCTV7高清8M,http://112.50.243.8/PLTV/88888888/224/3221226803/1.m3u8
厦门新闻频道,http://112.50.243.8/PLTV/88888888/224/3221226814/1.m3u8
纯享4K,http://112.50.243.8/PLTV/88888888/224/3221226825/1.m3u8
吉林卫视,http://112.50.243.8/PLTV/88888888/224/3221226831/1.m3u8
咪咕宣传,http://112.50.243.8/PLTV/88888888/224/3221226833/1.m3u8
贵州卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226827/1.m3u8
云南卫视,http://112.50.243.8/PLTV/88888888/224/3221226835/1.m3u8
山西卫视,http://112.50.243.8/PLTV/88888888/224/3221226839/1.m3u8
宁夏卫视,http://112.50.243.8/PLTV/88888888/224/3221226843/1.m3u8
西藏卫视,http://112.50.243.8/PLTV/88888888/224/3221226847/1.m3u8
湖南兵锋兵羽,http://112.50.243.8/PLTV/88888888/224/3221226851/1.m3u8
湖南茶频道,http://112.50.243.8/PLTV/88888888/224/3221226859/1.m3u8
湖北卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226863/1.m3u8
湖南快乐购,http://112.50.243.8/PLTV/88888888/224/3221226855/1.m3u8
江苏卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226869/1.m3u8
东方卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226873/1.m3u8
东南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226877/1.m3u8
辽宁卫视高清8M,http://112.50.243.8/PLTV/88888888/224/3221226881/1.m3u8
河北卫视,http://112.50.243.8/PLTV/88888888/224/3221226885/1.m3u8
CCTV1高清,http://112.50.243.8/PLTV/88888888/224/3221226908/1.m3u8
游戏风云,http://112.50.243.8/PLTV/88888888/224/3221226912/1.m3u8
广西卫视,http://112.50.243.8/PLTV/88888888/224/3221226925/1.m3u8
湖南卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226924/1.m3u8
山东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226928/1.m3u8
海南卫视,http://112.50.243.8/PLTV/88888888/224/3221226929/1.m3u8
内蒙古卫视,http://112.50.243.8/PLTV/88888888/224/3221226933/1.m3u8
甘肃卫视,http://112.50.243.8/PLTV/88888888/224/3221226932/1.m3u8
湖南金鹰纪实高清,http://112.50.243.8/PLTV/88888888/224/3221226937/1.m3u8
新疆卫视,http://112.50.243.8/PLTV/88888888/224/3221226936/1.m3u8
湖南快乐垂钓,http://112.50.243.8/PLTV/88888888/224/3221226940/1.m3u8
安徽卫视,http://112.50.243.8/PLTV/88888888/224/3221226942/1.m3u8
福建教育,http://112.50.243.8/PLTV/88888888/224/3221226948/1.m3u8
广东卫视高清,http://112.50.243.8/PLTV/88888888/224/3221226946/1.m3u8
兵团卫视,http://112.50.243.8/PLTV/88888888/224/3221226950/1.m3u8
CETV1,http://112.50.243.8/PLTV/88888888/224/3221226954/1.m3u8
